"ID"	"Par1"	"Par2"	"gener"	"sex"
"53"	"468"	"6328"	"6447"	1	0
"54"	"470"	"6324"	"6696"	1	0
"55"	"471"	"6324"	"6696"	1	0
"56"	"472"	"6328"	"6447"	1	0
"57"	"473"	"6328"	"6447"	1	0
"58"	"475"	"6324"	"6696"	1	0
"59"	"476"	"6327"	"6088"	1	0
"60"	"477"	"6328"	"6476"	1	0
"61"	"478"	"6324"	"6696"	1	0
"62"	"479"	"6328"	"6447"	1	0
"63"	"480"	"6327"	"6088"	1	0
"64"	"481"	"6328"	"6092"	1	0
"65"	"482"	"6323"	"6440"	1	0
"66"	"483"	"6328"	"6476"	1	0
"67"	"484"	"6323"	"6440"	1	0
"68"	"485"	"6328"	"6092"	1	0
"69"	"489"	"6327"	"6088"	1	0
"70"	"490"	"6323"	"6440"	1	0
"71"	"491"	"6323"	"6086"	1	0
"72"	"493"	"6323"	"6458"	1	0
"73"	"494"	"6328"	"6476"	1	0
"74"	"495"	"6323"	"6440"	1	0
"75"	"497"	"6323"	"6458"	1	0
"76"	"1001"	"328"	"459"	2	1
"77"	"1002"	"328"	"459"	2	0
"78"	"1003"	"328"	"459"	2	1
"79"	"1004"	"328"	"459"	2	0
"80"	"1006"	"326"	"467"	2	0
"81"	"1007"	"328"	"459"	2	1
"82"	"1011"	"328"	"459"	2	1
"83"	"1012"	"326"	"467"	2	0
"84"	"1013"	"328"	"459"	2	1
"85"	"1015"	"326"	"467"	2	1
"86"	"1018"	"328"	"491"	2	0
"87"	"1019"	"326"	"467"	2	1
"88"	"1020"	"328"	"491"	2	0
"89"	"1021"	"328"	"491"	2	1
"90"	"1022"	"328"	"491"	2	0
"91"	"1023"	"328"	"491"	2	1
"92"	"1024"	"331"	"495"	2	0
"93"	"1025"	"331"	"495"	2	1
"94"	"1026"	"331"	"495"	2	0
"95"	"1027"	"331"	"495"	2	1
"96"	"1028"	"331"	"495"	2	0
"97"	"1029"	"331"	"495"	2	1
"98"	"1030"	"326"	"323"	2	0
"99"	"1032"	"326"	"323"	2	0
"100"	"1033"	"331"	"495"	2	1
"101"	"1034"	"326"	"323"	2	0
"102"	"1035"	"331"	"495"	2	1
"103"	"1036"	"326"	"323"	2	0
"104"	"1037"	"331"	"495"	2	1
"105"	"1038"	"335"	"314"	2	0
"106"	"1039"	"331"	"495"	2	1
"107"	"1040"	"335"	"314"	2	0
"108"	"1041"	"326"	"323"	2	1
"109"	"1042"	"335"	"314"	2	0
"110"	"1043"	"326"	"323"	2	1
"111"	"1044"	"328"	"313"	2	0
"112"	"1045"	"326"	"323"	2	1
"113"	"1046"	"331"	"481"	2	0
"114"	"1047"	"326"	"323"	2	1
"115"	"1048"	"331"	"481"	2	0
"116"	"1049"	"326"	"323"	2	1
"117"	"1050"	"331"	"490"	2	0
"118"	"1051"	"326"	"323"	2	1
"119"	"1052"	"331"	"490"	2	0
"120"	"1053"	"326"	"323"	2	1
"121"	"1054"	"331"	"490"	2	0
"122"	"1055"	"328"	"313"	2	1
"123"	"1056"	"331"	"490"	2	0
"124"	"1057"	"328"	"313"	2	1
"125"	"1058"	"328"	"493"	2	0
"126"	"1059"	"328"	"313"	2	1
"127"	"1060"	"328"	"493"	2	0
"128"	"1061"	"328"	"313"	2	1
"129"	"1062"	"328"	"493"	2	0
"130"	"1063"	"328"	"313"	2	1
"131"	"1064"	"328"	"493"	2	0
"132"	"1066"	"328"	"493"	2	0
"133"	"1067"	"331"	"481"	2	1
"134"	"1068"	"328"	"493"	2	0
"135"	"1069"	"331"	"481"	2	1
"136"	"1071"	"331"	"481"	2	1
"137"	"1072"	"328"	"493"	2	0
"138"	"1073"	"331"	"481"	2	1
"139"	"1074"	"331"	"160"	2	0
"140"	"1075"	"331"	"481"	2	1
"141"	"1076"	"331"	"160"	2	0
"142"	"1077"	"331"	"490"	2	1
"143"	"1078"	"331"	"160"	2	0
"144"	"1079"	"331"	"490"	2	1
"145"	"1080"	"331"	"485"	2	0
"146"	"1082"	"331"	"485"	2	0
"147"	"1083"	"328"	"493"	2	1
"148"	"1084"	"331"	"485"	2	0
"149"	"1085"	"328"	"493"	2	1
"150"	"1086"	"331"	"485"	2	0
"151"	"1087"	"328"	"493"	2	1
"152"	"1088"	"331"	"485"	2	0
"153"	"1089"	"328"	"493"	2	1
"154"	"1090"	"331"	"485"	2	0
"155"	"1091"	"328"	"493"	2	1
"156"	"1092"	"331"	"485"	2	0
"157"	"1093"	"328"	"493"	2	1
"158"	"1094"	"331"	"485"	2	0
"159"	"1095"	"331"	"160"	2	1
"160"	"1096"	"326"	"316"	2	0
"161"	"1097"	"331"	"160"	2	1
"162"	"1098"	"326"	"316"	2	0
"163"	"1099"	"331"	"160"	2	1
"164"	"1100"	"326"	"316"	2	0
"165"	"1101"	"331"	"160"	2	1
"166"	"1103"	"331"	"160"	2	1
"167"	"1104"	"326"	"476"	2	0
"168"	"1105"	"331"	"160"	2	1
"169"	"1107"	"331"	"485"	2	1
"170"	"1108"	"311"	"458"	2	0
"171"	"1109"	"331"	"485"	2	1
"172"	"1110"	"328"	"324"	2	0
"173"	"1111"	"331"	"485"	2	1
"174"	"1112"	"328"	"324"	2	0
"175"	"1113"	"326"	"316"	2	1
"176"	"1114"	"328"	"324"	2	0
"177"	"1115"	"326"	"316"	2	1
"178"	"1116"	"328"	"324"	2	0
"179"	"1117"	"326"	"316"	2	1
"180"	"1118"	"328"	"324"	2	0
"181"	"1119"	"326"	"316"	2	1
"182"	"1120"	"335"	"463"	2	0
"183"	"1121"	"326"	"316"	2	1
"184"	"1122"	"335"	"461"	2	0
"185"	"1123"	"326"	"316"	2	1
"186"	"1124"	"335"	"461"	2	0
"187"	"1125"	"326"	"316"	2	1
"188"	"1126"	"335"	"461"	2	0
"189"	"1128"	"335"	"461"	2	0
"190"	"1130"	"335"	"461"	2	0
"191"	"1131"	"326"	"476"	2	1
"192"	"1133"	"326"	"476"	2	1
"193"	"1134"	"311"	"473"	2	0
"194"	"1135"	"311"	"458"	2	1
"195"	"1136"	"311"	"473"	2	0
"196"	"1137"	"311"	"458"	2	1
"197"	"1138"	"311"	"473"	2	0
"198"	"1139"	"311"	"458"	2	1
"199"	"1140"	"335"	"472"	2	0
"200"	"1141"	"311"	"458"	2	1
"201"	"1142"	"335"	"472"	2	0
"202"	"1143"	"311"	"458"	2	1
"203"	"1144"	"335"	"472"	2	0
"204"	"1145"	"328"	"324"	2	1
"205"	"1146"	"326"	"456"	2	0
"206"	"1147"	"328"	"324"	2	1
"207"	"1148"	"326"	"456"	2	0
"208"	"1149"	"328"	"324"	2	1
"209"	"1150"	"326"	"456"	2	0
"210"	"1151"	"335"	"463"	2	1
"211"	"1152"	"311"	"480"	2	0
"212"	"1153"	"335"	"463"	2	1
"213"	"1154"	"311"	"480"	2	0
"214"	"1155"	"335"	"463"	2	1
"215"	"1156"	"311"	"480"	2	0
"216"	"1157"	"335"	"463"	2	1
"217"	"1158"	"335"	"479"	2	0
"218"	"1159"	"335"	"463"	2	1
"219"	"1160"	"335"	"479"	2	0
"220"	"1161"	"335"	"463"	2	1
"221"	"1162"	"335"	"479"	2	0
"222"	"1163"	"335"	"463"	2	1
"223"	"1164"	"335"	"479"	2	0
"224"	"1166"	"335"	"479"	2	0
"225"	"1167"	"335"	"461"	2	1
"226"	"1168"	"335"	"479"	2	0
"227"	"1169"	"335"	"461"	2	1
"228"	"1170"	"335"	"479"	2	0
"229"	"1173"	"311"	"473"	2	1
"230"	"1175"	"311"	"473"	2	1
"231"	"1176"	"335"	"477"	2	0
"232"	"1177"	"311"	"473"	2	1
"1031"	"1178"	"335"	"474"	2	0
"233"	"1179"	"311"	"473"	2	1
"234"	"1181"	"311"	"473"	2	1
"235"	"1182"	"335"	"317"	2	0
"236"	"1184"	"335"	"317"	2	0
"237"	"1185"	"335"	"472"	2	1
"238"	"1186"	"335"	"317"	2	0
"239"	"1188"	"335"	"317"	2	0
"240"	"1189"	"326"	"456"	2	1
"241"	"1190"	"335"	"317"	2	0
"242"	"1191"	"326"	"456"	2	1
"243"	"1192"	"330"	"460"	2	0
"244"	"1193"	"311"	"480"	2	1
"245"	"1194"	"330"	"460"	2	0
"246"	"1195"	"311"	"480"	2	1
"247"	"1196"	"330"	"460"	2	0
"248"	"1197"	"311"	"480"	2	1
"249"	"1199"	"311"	"480"	2	1
"250"	"1201"	"335"	"479"	2	1
"251"	"1202"	"335"	"318"	2	0
"252"	"1203"	"335"	"479"	2	1
"253"	"1205"	"335"	"479"	2	1
"254"	"1206"	"335"	"483"	2	0
"255"	"1207"	"335"	"479"	2	1
"256"	"1208"	"335"	"483"	2	0
"257"	"1209"	"335"	"479"	2	1
"258"	"1210"	"335"	"483"	2	0
"259"	"1211"	"335"	"477"	2	1
"260"	"1212"	"335"	"483"	2	0
"1035"	"1213"	"335"	"474"	2	1
"261"	"1214"	"335"	"483"	2	0
"262"	"1216"	"331"	"471"	2	0
"1036"	"1217"	"335"	"474"	2	1
"263"	"1218"	"331"	"471"	2	0
"264"	"1220"	"331"	"471"	2	0
"265"	"1221"	"335"	"317"	2	1
"266"	"1222"	"331"	"471"	2	0
"267"	"1223"	"335"	"317"	2	1
"268"	"1224"	"331"	"471"	2	0
"269"	"1225"	"335"	"317"	2	1
"270"	"1226"	"331"	"320"	2	0
"271"	"1227"	"330"	"460"	2	1
"272"	"1228"	"331"	"320"	2	0
"273"	"1229"	"330"	"460"	2	1
"274"	"1232"	"335"	"325"	2	0
"275"	"1233"	"330"	"460"	2	1
"276"	"1234"	"335"	"325"	2	0
"277"	"1235"	"330"	"460"	2	1
"278"	"1236"	"335"	"325"	2	0
"279"	"1237"	"330"	"460"	2	1
"280"	"1239"	"330"	"460"	2	1
"281"	"1240"	"335"	"325"	2	0
"282"	"1241"	"335"	"318"	2	1
"283"	"1242"	"335"	"325"	2	0
"284"	"1244"	"331"	"482"	2	0
"285"	"1245"	"335"	"318"	2	1
"286"	"1246"	"330"	"470"	2	0
"287"	"1247"	"335"	"483"	2	1
"288"	"1248"	"330"	"470"	2	0
"289"	"1252"	"330"	"470"	2	0
"290"	"1253"	"331"	"471"	2	1
"1032"	"1254"	"326"	"464"	2	0
"291"	"1255"	"331"	"471"	2	1
"1034"	"1256"	"326"	"464"	2	0
"292"	"1257"	"331"	"320"	2	1
"293"	"1258"	"335"	"466"	2	0
"294"	"1259"	"331"	"320"	2	1
"295"	"1260"	"335"	"466"	2	0
"296"	"1261"	"331"	"320"	2	1
"297"	"1262"	"331"	"478"	2	0
"298"	"1264"	"331"	"478"	2	1
"299"	"1265"	"335"	"325"	2	1
"300"	"1266"	"331"	"478"	2	0
"301"	"1267"	"335"	"325"	2	1
"302"	"1270"	"331"	"478"	2	0
"303"	"1271"	"330"	"470"	2	1
"304"	"1272"	"331"	"478"	2	0
"305"	"1274"	"335"	"489"	2	0
"306"	"1275"	"335"	"466"	2	1
"307"	"1276"	"335"	"489"	2	0
"308"	"1277"	"335"	"466"	2	1
"309"	"1278"	"335"	"489"	2	0
"310"	"1279"	"335"	"466"	2	1
"311"	"1280"	"335"	"489"	2	0
"312"	"1281"	"335"	"466"	2	1
"313"	"1282"	"335"	"489"	2	0
"314"	"1283"	"335"	"466"	2	1
"315"	"1284"	"335"	"301"	2	0
"316"	"1285"	"335"	"466"	2	1
"317"	"1286"	"335"	"301"	2	0
"318"	"1287"	"331"	"478"	2	1
"319"	"1288"	"331"	"321"	2	0
"320"	"1290"	"331"	"321"	2	0
"321"	"1291"	"335"	"489"	2	1
"322"	"1292"	"331"	"321"	2	0
"323"	"1293"	"335"	"489"	2	1
"324"	"1294"	"335"	"319"	2	0
"325"	"1295"	"335"	"489"	2	1
"326"	"1296"	"335"	"303"	2	0
"327"	"1297"	"335"	"301"	2	1
"328"	"1299"	"335"	"301"	2	1
"329"	"1300"	"335"	"303"	2	0
"330"	"1301"	"335"	"301"	2	1
"331"	"1302"	"335"	"303"	2	0
"332"	"1303"	"335"	"301"	2	1
"333"	"1304"	"335"	"303"	2	0
"334"	"1306"	"331"	"322"	2	0
"335"	"1307"	"331"	"321"	2	1
"336"	"1308"	"331"	"322"	2	0
"337"	"1309"	"335"	"319"	2	1
"338"	"1310"	"331"	"322"	2	0
"339"	"1311"	"335"	"319"	2	1
"340"	"1312"	"331"	"322"	2	0
"341"	"1313"	"335"	"319"	2	1
"342"	"1314"	"331"	"322"	2	0
"343"	"1315"	"335"	"319"	2	1
"344"	"1316"	"335"	"312"	2	0
"345"	"1317"	"335"	"319"	2	1
"346"	"1319"	"335"	"303"	2	1
"347"	"1320"	"335"	"312"	2	0
"348"	"1321"	"335"	"303"	2	1
"349"	"1322"	"335"	"312"	2	0
"350"	"1323"	"335"	"303"	2	1
"351"	"1324"	"335"	"312"	2	0
"352"	"1325"	"335"	"303"	2	1
"353"	"1326"	"311"	"467"	2	0
"354"	"1327"	"331"	"322"	2	1
"355"	"1328"	"311"	"467"	2	0
"356"	"1329"	"331"	"322"	2	1
"357"	"1331"	"331"	"322"	2	1
"358"	"1333"	"331"	"322"	2	1
"359"	"1334"	"311"	"467"	2	0
"360"	"1335"	"331"	"322"	2	1
"361"	"1337"	"331"	"322"	2	1
"362"	"1338"	"311"	"467"	2	0
"363"	"1339"	"311"	"467"	2	1
"364"	"1342"	"311"	"467"	2	0
"365"	"1343"	"311"	"467"	2	1
"366"	"1344"	"335"	"312"	2	0
"367"	"1345"	"311"	"467"	2	1
"368"	"1346"	"335"	"494"	2	0
"369"	"1347"	"311"	"467"	2	1
"370"	"1350"	"335"	"494"	2	0
"371"	"1354"	"335"	"323"	2	0
"372"	"1356"	"335"	"323"	2	0
"373"	"1359"	"335"	"312"	2	1
"374"	"1360"	"335"	"323"	2	0
"375"	"1362"	"335"	"323"	2	0
"376"	"1363"	"335"	"494"	2	1
"377"	"1364"	"335"	"323"	2	0
"378"	"1365"	"335"	"494"	2	1
"379"	"1366"	"335"	"316"	2	0
"380"	"1367"	"335"	"323"	2	1
"381"	"1368"	"335"	"316"	2	0
"382"	"1369"	"335"	"323"	2	1
"383"	"1372"	"335"	"316"	2	0
"384"	"1373"	"335"	"316"	2	1
"385"	"1374"	"335"	"316"	2	0
"386"	"1377"	"335"	"316"	2	1
"387"	"1380"	"335"	"315"	2	0
"388"	"1381"	"335"	"315"	2	1
"389"	"1382"	"335"	"315"	2	0
"390"	"1383"	"335"	"315"	2	1
"391"	"1384"	"335"	"315"	2	0
"392"	"1385"	"335"	"315"	2	1
"393"	"1386"	"335"	"315"	2	0
"394"	"1388"	"311"	"495"	2	0
"395"	"1390"	"311"	"495"	2	0
"396"	"1391"	"311"	"495"	2	1
"397"	"1392"	"311"	"495"	2	0
"398"	"1400"	"328"	"465"	2	0
"399"	"1401"	"328"	"465"	2	1
"400"	"1402"	"328"	"465"	2	0
"401"	"1404"	"328"	"465"	2	0
"402"	"1405"	"311"	"490"	2	1
"403"	"1406"	"328"	"465"	2	0
"404"	"1407"	"311"	"490"	2	1
"405"	"1409"	"311"	"490"	2	1
"406"	"1411"	"311"	"490"	2	1
"407"	"1414"	"311"	"490"	2	0
"408"	"1417"	"311"	"476"	2	1
"409"	"1420"	"311"	"476"	2	0
"410"	"1422"	"311"	"476"	2	0
"411"	"1423"	"311"	"476"	2	1
"412"	"1424"	"311"	"476"	2	0
"413"	"1425"	"311"	"476"	2	1
"414"	"1426"	"311"	"476"	2	0
"415"	"1427"	"311"	"493"	2	1
"416"	"1428"	"311"	"476"	2	0
"417"	"1429"	"311"	"493"	2	1
"418"	"1431"	"311"	"493"	2	1
"419"	"1434"	"311"	"493"	2	0
"420"	"1435"	"311"	"493"	2	1
"421"	"1436"	"311"	"493"	2	0
"422"	"1437"	"335"	"468"	2	1
"423"	"1438"	"311"	"493"	2	0
"424"	"1439"	"335"	"468"	2	1
"425"	"1441"	"335"	"468"	2	1
"426"	"1442"	"311"	"493"	2	0
"427"	"1443"	"335"	"468"	2	1
"428"	"1444"	"311"	"493"	2	0
"429"	"1445"	"335"	"485"	2	1
"430"	"1446"	"335"	"468"	2	0
"431"	"1448"	"335"	"468"	2	0
"432"	"1449"	"335"	"485"	2	1
"433"	"1450"	"335"	"468"	2	0
"434"	"1451"	"335"	"485"	2	1
"435"	"1452"	"335"	"468"	2	0
"436"	"1453"	"335"	"485"	2	1
"437"	"1454"	"335"	"468"	2	1
"438"	"1455"	"335"	"485"	2	1
"439"	"1456"	"335"	"485"	2	0
"440"	"1457"	"335"	"485"	2	1
"441"	"1458"	"335"	"485"	2	0
"442"	"1459"	"335"	"485"	2	1
"443"	"1460"	"335"	"485"	2	0
"444"	"1462"	"328"	"313"	2	0
"445"	"1465"	"328"	"313"	2	1
"446"	"1466"	"328"	"313"	2	0
"447"	"1467"	"335"	"475"	2	1
"448"	"1468"	"328"	"313"	2	0
"449"	"1469"	"335"	"475"	2	1
"450"	"1471"	"335"	"475"	2	1
"451"	"1473"	"328"	"160"	2	1
"452"	"1474"	"328"	"160"	2	0
"453"	"1475"	"328"	"160"	2	1
"454"	"1476"	"328"	"160"	2	0
"455"	"1477"	"328"	"160"	2	1
"456"	"1478"	"311"	"497"	2	0
"457"	"1479"	"328"	"160"	2	1
"458"	"1480"	"311"	"497"	2	0
"459"	"1481"	"328"	"160"	2	1
"460"	"1482"	"311"	"497"	2	0
"461"	"1483"	"328"	"160"	2	1
"462"	"1484"	"311"	"497"	2	0
"463"	"1485"	"328"	"160"	2	1
"464"	"1486"	"311"	"497"	2	0
"465"	"1489"	"311"	"497"	2	1
"466"	"1491"	"311"	"497"	2	1
"467"	"1493"	"311"	"497"	2	1
"468"	"1494"	"311"	"481"	2	0
"469"	"1495"	"311"	"497"	2	1
"470"	"1496"	"311"	"473"	2	0
"471"	"1497"	"311"	"481"	2	1
"472"	"1498"	"311"	"473"	2	0
"473"	"1499"	"311"	"481"	2	1
"474"	"1500"	"331"	"491"	2	0
"475"	"1501"	"311"	"481"	2	1
"476"	"1502"	"331"	"491"	2	0
"477"	"1503"	"311"	"473"	2	1
"478"	"1504"	"331"	"491"	2	0
"479"	"1505"	"311"	"473"	2	1
"480"	"1506"	"331"	"491"	2	0
"481"	"1507"	"311"	"473"	2	1
"482"	"1509"	"311"	"473"	2	1
"483"	"1510"	"331"	"459"	2	0
"484"	"1511"	"311"	"473"	2	1
"485"	"1512"	"331"	"459"	2	0
"486"	"1513"	"311"	"473"	2	1
"487"	"1517"	"331"	"491"	2	1
"488"	"1518"	"331"	"459"	2	0
"489"	"1519"	"331"	"491"	2	1
"490"	"1520"	"331"	"459"	2	0
"491"	"1521"	"331"	"491"	2	1
"492"	"1522"	"330"	"461"	2	0
"493"	"1523"	"331"	"491"	2	1
"494"	"1524"	"330"	"461"	2	0
"495"	"1525"	"331"	"491"	2	1
"496"	"1527"	"331"	"459"	2	1
"497"	"1528"	"330"	"461"	2	0
"498"	"1529"	"331"	"459"	2	1
"499"	"1531"	"331"	"459"	2	1
"500"	"1532"	"330"	"461"	2	0
"501"	"1533"	"331"	"459"	2	1
"502"	"1534"	"330"	"461"	2	0
"503"	"1536"	"330"	"480"	2	0
"504"	"1537"	"330"	"461"	2	1
"505"	"1538"	"330"	"480"	2	0
"506"	"1540"	"330"	"480"	2	0
"507"	"1541"	"330"	"461"	2	1
"508"	"1542"	"311"	"477"	2	0
"509"	"1543"	"330"	"461"	2	1
"510"	"1544"	"311"	"477"	2	0
"511"	"1546"	"311"	"477"	2	0
"512"	"1547"	"330"	"480"	2	1
"513"	"1549"	"330"	"480"	2	1
"514"	"1552"	"311"	"477"	2	0
"515"	"1553"	"311"	"477"	2	1
"516"	"1554"	"331"	"324"	2	0
"517"	"1558"	"331"	"324"	2	0
"518"	"1560"	"330"	"456"	2	0
"519"	"1561"	"331"	"324"	2	1
"520"	"1563"	"331"	"324"	2	1
"521"	"1564"	"330"	"456"	2	0
"522"	"1565"	"331"	"324"	2	1
"523"	"1566"	"330"	"456"	2	0
"524"	"1567"	"331"	"324"	2	1
"525"	"1568"	"330"	"456"	2	0
"526"	"1570"	"331"	"484"	2	0
"527"	"1574"	"311"	"314"	2	0
"528"	"1577"	"330"	"456"	2	1
"529"	"1578"	"311"	"314"	2	0
"530"	"1579"	"330"	"456"	2	1
"531"	"1580"	"311"	"314"	2	0
"532"	"1581"	"330"	"456"	2	1
"533"	"1582"	"326"	"460"	2	0
"534"	"1584"	"326"	"460"	2	0
"535"	"1585"	"331"	"484"	2	1
"536"	"1588"	"326"	"460"	2	0
"537"	"1589"	"311"	"314"	2	1
"538"	"1590"	"326"	"320"	2	0
"539"	"1591"	"311"	"314"	2	1
"540"	"1592"	"326"	"320"	2	0
"541"	"1593"	"311"	"314"	2	1
"542"	"1594"	"326"	"320"	2	0
"543"	"1596"	"326"	"320"	2	0
"544"	"1597"	"311"	"314"	2	1
"545"	"1599"	"326"	"460"	2	1
"546"	"1601"	"326"	"460"	2	1
"547"	"1602"	"326"	"318"	2	0
"548"	"1604"	"326"	"318"	2	0
"549"	"1606"	"326"	"318"	2	0
"550"	"1607"	"326"	"460"	2	1
"551"	"1608"	"326"	"318"	2	0
"552"	"1610"	"326"	"318"	2	0
"553"	"1613"	"326"	"460"	2	1
"554"	"1614"	"328"	"472"	2	0
"555"	"1615"	"326"	"320"	2	1
"556"	"1616"	"328"	"472"	2	0
"557"	"1617"	"326"	"320"	2	1
"558"	"1618"	"328"	"472"	2	0
"559"	"1619"	"326"	"320"	2	1
"560"	"1620"	"328"	"472"	2	0
"561"	"1623"	"326"	"320"	2	1
"562"	"1625"	"326"	"320"	2	1
"563"	"1626"	"328"	"478"	2	0
"564"	"1627"	"326"	"320"	2	1
"565"	"1628"	"328"	"478"	2	0
"566"	"1630"	"328"	"478"	2	0
"567"	"1631"	"326"	"320"	2	1
"568"	"1632"	"328"	"478"	2	0
"569"	"1633"	"326"	"318"	2	1
"570"	"1634"	"328"	"482"	2	0
"571"	"1635"	"326"	"318"	2	1
"572"	"1636"	"328"	"482"	2	0
"573"	"1638"	"328"	"482"	2	0
"574"	"1639"	"326"	"318"	2	1
"575"	"1640"	"328"	"482"	2	0
"576"	"1641"	"328"	"472"	2	1
"577"	"1642"	"328"	"470"	2	0
"578"	"1643"	"328"	"472"	2	1
"579"	"1644"	"328"	"470"	2	0
"580"	"1645"	"328"	"472"	2	1
"581"	"1646"	"328"	"470"	2	0
"582"	"1647"	"328"	"472"	2	1
"583"	"1649"	"328"	"472"	2	1
"584"	"1650"	"328"	"466"	2	0
"585"	"1651"	"328"	"472"	2	1
"586"	"1652"	"328"	"466"	2	0
"587"	"1654"	"328"	"466"	2	0
"588"	"1655"	"328"	"478"	2	1
"589"	"1656"	"328"	"466"	2	0
"590"	"1657"	"328"	"478"	2	1
"591"	"1658"	"328"	"466"	2	0
"592"	"1659"	"328"	"478"	2	1
"593"	"1660"	"328"	"466"	2	0
"594"	"1661"	"328"	"478"	2	1
"595"	"1662"	"328"	"466"	2	0
"596"	"1663"	"328"	"478"	2	1
"597"	"1664"	"328"	"466"	2	0
"598"	"1665"	"328"	"478"	2	1
"599"	"1669"	"328"	"482"	2	1
"600"	"1670"	"328"	"325"	2	0
"601"	"1671"	"328"	"482"	2	1
"602"	"1673"	"328"	"482"	2	1
"603"	"1674"	"328"	"325"	2	0
"604"	"1675"	"328"	"482"	2	1
"605"	"1676"	"328"	"325"	2	0
"606"	"1677"	"328"	"482"	2	1
"607"	"1680"	"328"	"325"	2	0
"608"	"1681"	"328"	"470"	2	1
"609"	"1682"	"326"	"464"	2	0
"610"	"1683"	"328"	"470"	2	1
"611"	"1684"	"326"	"464"	2	0
"612"	"1685"	"328"	"470"	2	1
"613"	"1686"	"326"	"464"	2	0
"614"	"1687"	"328"	"470"	2	1
"615"	"1690"	"326"	"301"	2	0
"616"	"1692"	"326"	"301"	2	0
"617"	"1693"	"328"	"466"	2	1
"618"	"1694"	"326"	"301"	2	0
"619"	"1695"	"328"	"466"	2	1
"620"	"1697"	"328"	"466"	2	1
"621"	"1698"	"326"	"489"	2	0
"622"	"1701"	"328"	"466"	2	1
"623"	"1702"	"326"	"322"	2	0
"624"	"1703"	"328"	"466"	2	1
"625"	"1704"	"326"	"322"	2	0
"626"	"1705"	"328"	"466"	2	1
"627"	"1707"	"328"	"325"	2	1
"628"	"1708"	"326"	"322"	2	0
"629"	"1709"	"328"	"325"	2	1
"630"	"1710"	"326"	"322"	2	0
"631"	"1711"	"328"	"325"	2	1
"632"	"1712"	"326"	"322"	2	0
"633"	"1713"	"326"	"464"	2	1
"634"	"1715"	"326"	"464"	2	1
"635"	"1717"	"326"	"464"	2	1
"636"	"1718"	"326"	"303"	2	0
"637"	"1719"	"326"	"464"	2	1
"638"	"1720"	"326"	"303"	2	0
"639"	"1721"	"326"	"464"	2	1
"640"	"1722"	"326"	"303"	2	0
"641"	"1724"	"326"	"303"	2	0
"642"	"1725"	"326"	"301"	2	1
"643"	"1726"	"326"	"303"	2	0
"644"	"1727"	"326"	"301"	2	1
"645"	"1728"	"326"	"303"	2	0
"646"	"1729"	"326"	"301"	2	1
"647"	"1730"	"326"	"303"	2	0
"648"	"1731"	"326"	"301"	2	1
"649"	"1733"	"326"	"301"	2	1
"650"	"1734"	"326"	"471"	2	0
"651"	"1735"	"326"	"301"	2	1
"652"	"1736"	"326"	"471"	2	0
"653"	"1737"	"326"	"489"	2	1
"654"	"1739"	"326"	"489"	2	0
